"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers","missing_Sqft"
"133",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16047,39,NA,"B3","69-18 ALMEDA AVENUE                      ","            ",11692," 2 "," -   "," 2 "," 2,000 "," 2,048 ",1920,1,"B3"," 211,114 ","11/16/2016",211114,2048,2000,0,FALSE
"134",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16047,39,NA,"B3","69-18 ALMEDA AVENUE                      ","            ",11692," 2 "," -   "," 2 "," 2,000 "," 2,048 ",1920,1,"B3"," 267,700 ","5/9/2016",267700,2048,2000,0,FALSE
"135",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16047,49,NA,"B2","69-38 ALMEDA AVE                         ","            ",11692," 2 "," -   "," 2 "," 2,000 "," 1,920 ",1920,1,"B2"," 347,000 ","7/18/2016",347000,1920,2000,0,FALSE
"136",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16047,50,NA,"B2","69-40 ALMEDA AVENUE                      ","            ",11692," 2 "," -   "," 2 "," 2,000 "," 1,720 ",1920,1,"B2"," 458,000 ","3/2/2017",458000,1720,2000,0,FALSE
"137",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16047,50,NA,"B2","69-40 ALMEDA AVENUE                      ","            ",11692," 2 "," -   "," 2 "," 2,000 "," 1,720 ",1920,1,"B2"," 190,000 ","9/23/2016",190000,1720,2000,0,FALSE
"139",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16051,7,NA,"B9","69-39 THURSBY AVENUE                     ","            ",11692," 2 "," -   "," 2 "," 3,000 "," 2,068 ",1950,1,"B9"," 435,000 ","7/18/2016",435000,2068,3000,0,FALSE
"141",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16051,59,NA,"B9","456 BEACH 72 STREET                      ","            ",11692," 2 "," -   "," 2 "," 3,000 "," 2,068 ",1950,1,"B9"," 320,000 ","6/1/2016",320000,2068,3000,0,FALSE
"143",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16052,18,NA,"B2","69-23 HESSLER AVENUE                     ","            ",11692," 2 "," -   "," 2 "," 3,000 "," 1,925 ",1920,1,"B2"," 209,430 ","9/7/2016",209430,1925,3000,0,FALSE
"144",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16052,56,NA,"B2","6940 GOUVERNEUR AVENUE                   ","            ",11692," 2 "," -   "," 2 "," 2,000 "," 1,096 ",1930,1,"B2"," 375,000 ","6/27/2016",375000,1096,2000,0,FALSE
"145",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16053,8,NA,"B2","69-47 GOUVERNEUR AVENUE                  ","            ",11692," 2 "," -   "," 2 "," 3,500 "," 2,000 ",2004,1,"B2"," 280,000 ","8/1/2016",280000,2000,3500,0,FALSE
"146",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16053,28,NA,"B2","417 BEACH 69TH STREET                    ","            ",11692," 2 "," -   "," 2 "," 5,000 "," 2,664 ",1915,1,"B2"," 395,000 ","3/7/2017",395000,2664,5000,0,FALSE
"148",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16058,35,NA,"B2","72-52 ALMEDA AVENUE                      ","            ",11692," 2 "," -   "," 2 "," 3,000 "," 2,001 ",1999,1,"B2"," 250,000 ","10/31/2016",250000,2001,3000,0,FALSE
"149",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16058,35,NA,"B2","72-52 ALMEDA AVENUE                      ","            ",11692," 2 "," -   "," 2 "," 3,000 "," 2,001 ",1999,1,"B2"," 273,000 ","7/29/2016",273000,2001,3000,0,FALSE
"154",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16062,25,NA,"B2","603 BARBADOES                            ","            ",11692," 2 "," -   "," 2 "," 4,000 "," 2,600 ",2009,1,"B2"," 618,150 ","12/30/2016",618150,2600,4000,0,FALSE
"157",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16065,27,NA,"B2","72-29 BURCHELL AVENUE                    ","            ",11692," 2 "," -   "," 2 "," 3,400 "," 2,000 ",2004,1,"B2"," 460,000 ","3/29/2017",460000,2000,3400,0,FALSE
"158",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16066,26,NA,"B3","72-11 ELIZABETH AVENUE                   ","            ",11692," 2 "," -   "," 2 "," 3,000 "," 1,068 ",1930,1,"B3"," 335,000 ","9/28/2016",335000,1068,3000,0,FALSE
"159",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16066,26,NA,"B3","72-11 ELIZABETH AVENUE                   ","            ",11692," 2 "," -   "," 2 "," 3,000 "," 1,068 ",1930,1,"B3"," 137,500 ","5/24/2016",137500,1068,3000,0,FALSE
"160",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16081,89,NA,"B1","310 BEACH 70 STREET                      ","            ",11692," 2 "," -   "," 2 "," 2,458 "," 1,976 ",2005,1,"B1"," 371,124 ","12/22/2016",371124,1976,2458,0,FALSE
"161",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16081,89,NA,"B1","310 BEACH 70 STREET                      ","            ",11692," 2 "," -   "," 2 "," 2,458 "," 1,976 ",2005,1,"B1"," 328,133 ","7/5/2016",328133,1976,2458,0,FALSE
"162",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16081,106,NA,"B1","338 BEACH 70 STREET                      ","            ",11692," 2 "," -   "," 2 "," 2,760 "," 2,648 ",1920,1,"B1"," 349,000 ","8/8/2016",349000,2648,2760,0,FALSE
"163",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16089,33,NA,"B2","205 AQUATIC PLACE                        ","            ",11692," 2 "," -   "," 2 "," 2,483 "," 2,905 ",2004,1,"B2"," 680,000 ","12/30/2016",680000,2905,2483,0,FALSE
"164",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16089,39,NA,"B2","208 BEACH BREEZE PLACE                   ","            ",11692," 2 "," -   "," 2 "," 2,135 "," 2,905 ",2004,1,"B2"," 670,000 ","11/3/2016",670000,2905,2135,0,FALSE
"165",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16090,70,NA,"B2","210 BEACH BREEZE LANE                    ","            ",11692," 2 "," -   "," 2 "," 1,964 "," 2,905 ",2004,1,"B2"," 604,700 ","8/31/2016",604700,2905,1964,0,FALSE
"166",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16090,78,NA,"B2","248 BEACH BREEZE LANE                    ","            ",11692," 2 "," -   "," 2 "," 1,964 "," 2,905 ",2004,1,"B2"," 605,000 ","10/26/2016",605000,2905,1964,0,FALSE
"167",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16092,3,NA,"B2","6906 BEACH FRONT ROAD                    ","            ",11692," 2 "," -   "," 2 "," 3,509 "," 2,520 ",2007,1,"B2"," 819,691 ","2/2/2017",819691,2520,3509,0,FALSE
"169",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16092,20,NA,"B2","142 MERIDIAN BLVD                        ","            ",11692," 2 "," -   "," 2 "," 2,207 "," 2,220 ",2007,1,"B2"," 655,000 ","12/19/2016",655000,2220,2207,0,FALSE
"170",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16092,30,NA,"B2","6917 CATAMARAN WAY                       ","            ",11692," 2 "," -   "," 2 "," 3,660 "," 2,218 ",2007,1,"B2"," 730,000 ","6/27/2016",730000,2218,3660,0,FALSE
"172",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16092,69,NA,"B2","7010 CORAL REEF WAY                      ","            ",11692," 2 "," -   "," 2 "," 3,892 "," 2,935 ",2007,1,"B2"," 821,000 ","3/17/2017",821000,2935,3892,0,FALSE
"173",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16092,77,NA,"B2","175 COMMODORE CIRCLE WES                 ","            ",11692," 2 "," -   "," 2 "," 2,122 "," 2,926 ",2007,1,"B2"," 737,500 ","4/7/2017",737500,2926,2122,0,FALSE
"175",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16092,119,NA,"B2","72-14 SANDY DUNE WAY                     ","            ",11692," 2 "," -   "," 2 "," 3,684 "," 2,920 ",2007,1,"B2"," 700,000 ","9/27/2016",7e+05,2920,3684,0,FALSE
"177",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16096,4,NA,"B2","188 BEACH 74TH STREET                    ","            ",11692," 2 "," -   "," 2 "," 2,756 "," 2,238 ",2006,1,"B2"," 615,000 ","9/12/2016",615000,2238,2756,0,FALSE
"178",4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16096,23,NA,"B2","7317 SPINNAKER DRIVE                     ","            ",11692," 2 "," -   "," 2 "," 2,303 "," 2,438 ",2003,1,"B2"," 885,000 ","3/1/2017",885000,2438,2303,0,FALSE
"180",4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",15913,63,NA,"C0","348 BEACH 67 STREET                      ","            ",11692," 3 "," -   "," 3 "," 3,500 "," 2,161 ",1905,1,"C0"," 202,000 ","9/1/2016",202000,2161,3500,0,FALSE
"182",4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",15916,24,NA,"C0","314 BEACH 69 STREET                      ","            ",11692," 3 "," -   "," 3 "," 5,600 "," 2,500 ",1932,1,"C0"," 350,000 ","5/26/2016",350000,2500,5600,0,FALSE
"184",4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",16036,8,NA,"C0","516 BEACH 69 STREET                      ","            ",11692," 3 "," -   "," 3 "," 5,000 "," 1,548 ",1910,1,"C0"," 480,000 ","5/17/2016",480000,1548,5000,0,FALSE
"185",4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",16040,54,NA,"C0","435 BEACH 66TH STREET                    ","            ",11692," 3 "," -   "," 3 "," 4,000 "," 3,182 ",1920,1,"C0"," 282,450 ","12/6/2016",282450,3182,4000,0,FALSE
"186",4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",16040,54,NA,"C0","435 BEACH 66 STREET                      ","            ",11692," 3 "," -   "," 3 "," 4,000 "," 3,182 ",1920,1,"C0"," 823,647 ","8/5/2016",823647,3182,4000,0,FALSE
"187",4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",16049,16,NA,"C0","69-21 BURCHELL AVENUE                    ","            ",11692," 3 "," -   "," 3 "," 4,000 "," 3,000 ",1925,1,"C0"," 204,250 ","7/20/2016",204250,3000,4000,0,FALSE
"188",4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",16049,60,NA,"C0","536 BEACH 72 STREET                      ","            ",11692," 3 "," -   "," 3 "," 4,000 "," 2,086 ",1920,1,"C0"," 460,000 ","6/23/2016",460000,2086,4000,0,FALSE
"189",4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",16064,41,NA,"C0","72-22 BURCHELL AVENUE                    ","            ",11692," 3 "," -   "," 3 "," 3,000 "," 2,648 ",1915,1,"C0"," 190,000 ","9/9/2016",190000,2648,3000,0,FALSE
"190",4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",16081,104,NA,"C0","336 BEACH 70 STREET                      ","            ",11692," 3 "," -   "," 3 "," 3,680 "," 3,375 ",2005,1,"C0"," 160,000 ","8/22/2016",160000,3375,3680,0,FALSE
"191",4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",16083,22,NA,"C0","329 BEACH 70 STREET                      ","            ",11692," 3 "," -   "," 3 "," 2,660 "," 3,300 ",2005,1,"C0"," 425,000 ","7/25/2016",425000,3300,2660,0,FALSE
"206",4,"ARVERNE                  ","07  RENTALS - WALKUP APARTMENTS             ","2A",15931,32,NA,"C3","140 BEACH 60 STREET                      ","            ",11692," 4 "," -   "," 4 "," 5,700 "," 8,400 ",1920,2,"C3"," 877,000 ","5/10/2016",877000,8400,5700,0,FALSE
"208",4,"ARVERNE                  ","27  FACTORIES                               ","4",15857,1,NA,"F5","51-17 ROCKAWAY BEACH BLVD                ","            ",11691," -   "," 1 "," 1 "," 17,774 "," 13,000 ",1931,4,"F9"," 650,000 ","6/9/2016",650000,13000,17774,0,FALSE
"217",4,"ARVERNE                  ","32  HOSPITAL AND HEALTH FACILITIES          ","4",16015,1,NA,"I9","62-00 BEACH CHANNEL DRIVE                ","            ",11692," -   "," 2 "," 2 "," 54,000 "," 22,485 ",2004,4,"I9"," 533,000 ","8/3/2016",533000,22485,54000,0,FALSE
"221",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",507,22,NA,"A1","11-03 WELLING COURT                      ","            ",11102," 1 "," -   "," 1 "," 2,160 "," 1,392 ",1920,1,"A1"," 1,200,000 ","7/25/2016",1200000,1392,2160,0,FALSE
"223",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",535,134,NA,"A9","14-22 30TH   ROAD                        ","            ",11102," 1 "," -   "," 1 "," 2,560 "," 1,800 ",1905,1,"A9"," 910,000 ","8/30/2016",910000,1800,2560,0,FALSE
"224",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",552,19,NA,"S1","21-10 31ST   AVENUE                      ","            ",11106," 1 "," 1 "," 2 "," 2,850 "," 3,276 ",1984,1,"S1"," 2,500,000 ","4/12/2017",2500000,3276,2850,0,FALSE
"225",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",565,42,NA,"A5","23-21 33RD   ROAD                        ","            ",11106," 1 "," -   "," 1 "," 1,566 "," 1,224 ",1945,1,"A5"," 625,000 ","3/23/2017",625000,1224,1566,0,FALSE
"226",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",565,42,NA,"A5","23-21 33RD ROAD                          ","            ",11106," 1 "," -   "," 1 "," 1,566 "," 1,224 ",1945,1,"A5"," 550,000 ","12/9/2016",550000,1224,1566,0,FALSE
"227",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",565,48,NA,"A5","23-09 33RD ROAD                          ","            ",11106," 1 "," -   "," 1 "," 1,638 "," 1,224 ",1945,1,"A5"," 939,000 ","8/15/2016",939000,1224,1638,0,FALSE
"229",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",652,48,NA,"A5","25-02 37TH   STREET                      ","            ",11103," 1 "," -   "," 1 "," 1,800 "," 1,502 ",1945,1,"A5"," 926,000 ","7/20/2016",926000,1502,1800,0,FALSE
"230",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",652,55,NA,"A5","25-22 37 STREET                          ","            ",11103," 1 "," -   "," 1 "," 1,800 "," 1,362 ",1945,1,"A5"," 850,000 ","2/16/2017",850000,1362,1800,0,FALSE
"232",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",656,13,NA,"A1","32-61 38TH STREET                        ","            ",11103," 1 "," -   "," 1 "," 2,000 "," 1,304 ",1920,1,"A1"," 163,750 ","1/28/2017",163750,1304,2000,0,FALSE
"233",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",659,69,NA,"A1","30-54 38TH   STREET                      ","            ",11103," 1 "," -   "," 1 "," 3,753 "," 1,512 ",1930,1,"A1"," 1,750,000 ","7/8/2016",1750000,1512,3753,0,FALSE
"234",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",689,108,NA,"A5","24-31 43RD   STREET                      ","            ",11103," 1 "," -   "," 1 "," 1,900 "," 1,264 ",1930,1,"A5"," 780,000 ","6/15/2016",780000,1264,1900,0,FALSE
"235",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",700,44,NA,"S1","44-11 30 AVENUE                          ","            ",11103," 1 "," 1 "," 2 "," 1,600 "," 1,696 ",1930,1,"S1"," 875,000 ","1/6/2017",875000,1696,1600,0,FALSE
"236",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",702,118,NA,"A5","25-65 43RD   STREET                      ","            ",11103," 1 "," -   "," 1 "," 1,800 "," 1,332 ",1930,1,"A5"," 424,000 ","7/21/2016",424000,1332,1800,0,FALSE
"242",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",740,69,NA,"A5","30-38 50TH STREET                        ","            ",11377," 1 "," -   "," 1 "," 1,800 "," 1,575 ",1945,1,"A5"," 810,000 ","12/13/2016",810000,1575,1800,0,FALSE
"243",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",741,239,NA,"A5","28-12 49TH STREET                        ","            ",11103," 1 "," -   "," 1 "," 1,000 "," 1,320 ",1950,1,"A5"," 738,850 ","12/23/2016",738850,1320,1000,0,FALSE
"244",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",742,5,NA,"B3","28-53 49TH   STREET                      ","            ",11103," 2 "," -   "," 2 "," 2,400 "," 1,394 ",1945,1,"A5"," 781,000 ","6/15/2016",781000,1394,2400,0,FALSE
"245",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",742,33,NA,"A2","28-18 50TH   STREET                      ","            ",11377," 1 "," -   "," 1 "," 2,200 "," 1,617 ",1940,1,"A2"," 715,000 ","8/31/2016",715000,1617,2200,0,FALSE
"249",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",752,59,NA,"A5","30-26 HOBART STREET                      ","            ",11377," 1 "," -   "," 1 "," 2,000 "," 1,962 ",1945,1,"A5"," 855,000 ","9/9/2016",855000,1962,2000,0,FALSE
"252",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",756,7,NA,"A1","20-57 49TH STREET                        ","            ",11105," 1 "," -   "," 1 "," 2,670 "," 1,940 ",1960,1,"A1"," 1,025,000 ","11/18/2016",1025000,1940,2670,0,FALSE
"256",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",763,16,NA,"A5","20-49 47TH   STREET                      ","            ",11105," 1 "," -   "," 1 "," 2,826 "," 1,633 ",1950,1,"A5"," 750,000 ","7/25/2016",750000,1633,2826,0,FALSE
"260",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",772,65,NA,"A5","20-56 47TH   STREET                      ","            ",11105," 1 "," -   "," 1 "," 1,800 "," 1,633 ",1940,1,"A5"," 800,000 ","1/11/2017",8e+05,1633,1800,0,FALSE
"264",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",786,36,NA,"A5","20-04 45TH STREET                        ","            ",11105," 1 "," -   "," 1 "," 2,000 "," 1,600 ",1940,1,"A5"," 900,000 ","10/6/2016",9e+05,1600,2000,0,FALSE
"266",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",787,45,NA,"A5","20-20 43RD   STREET                      ","            ",11105," 1 "," -   "," 1 "," 2,000 "," 1,320 ",1940,1,"A5"," 927,000 ","12/19/2016",927000,1320,2000,0,FALSE
"268",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",804,55,NA,"A1","23-74 38TH   STREET                      ","            ",11105," 1 "," -   "," 1 "," 2,500 "," 1,000 ",1915,1,"A1"," 963,000 ","8/2/2016",963000,1000,2500,0,FALSE
"269",4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",807,21,NA,"A5","21-31 38TH STREET                        ","            ",11105," 1 "," -   "," 1 "," 2,000 "," 1,335 ",1925,1,"A5"," 917,000 ","8/4/2016",917000,1335,2000,0,FALSE
